الشهر|رقم_الدعوي|الموضوع|تصنيفات_الأحكام|منطوق_الحكم|العضو
نوفمبر 2024|٥٥١٨ لسنة ٥١ ق|وقف تنفيذ وإلغاء قرار نقل.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء|محمد أحمد محمد سليم
يناير 2025|٣٢٥ لسنة ٥٣ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق"|محمد أحمد محمد سليم
يناير 2025|٣٢٦ لسنة ٥٣ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق"|محمد أحمد محمد سليم
نوفمبر 2024|١١٠٤٣ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٠٤٤ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٥٢ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٥٣ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٥٤ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٥٥ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٥٦ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٥٧ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٥٨ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
أكتوبر 2024|٨٥٣٥ لسنة ٥٢ ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|"بعدم اختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون)؛ للاختصاص، وأبقت الفصل في المصروفات"|محمد أحمد محمد سليم
يناير 2025|٣٩٦ لسنة ٥٣ ق|مقابل الجهود غير العادية||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
يوليو 2025|١٣٣٨ لسنة ٥٣ ق|قرار لجنة (عمد ومشايخ)||بقبول الدعوي شكلًا وبالإلغاء|محمد أحمد محمد سليم
ديسمبر 2024|٣٩٠٦ لسنة ٥٢ ق|علاوة-مقابل الحد الأدني للأجور.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
فبراير 2025|٤٠٤١ لسنة ٥٢ ق|علاوة-مقابل الحد الأدني للأجور.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
فبراير 2025|٤٠٤٢ لسنة ٥٢ ق|علاوة-مقابل الحد الأدني للأجور.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
يونيو 2025|٨٥٩٠ لسنة ٥٢ ق|علاوة-حافز الحد الأدني للأجور.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
يونيو 2025|٨٥٨٧ لسنة ٥٢ ق|علاوة-حافز الحد الأدني للأجور.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
يناير 2025|٦٩٥ لسنة ٥٣ ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠١٤٢ لسنة ٥٢ ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠٢٣٢ لسنة ٥٢ ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
ديسمبر 2024|١١٠٩١ لسنة ٥٢ ق|علاوات خاصة بفئة الخارج.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون- للاختصاص، وأبقت الفصل في المصروفات.|محمد أحمد محمد سليم
يناير 2025|٦٩٣٢ لسنة ٥٢ ق|عدم الاعتداد بقرار ساحب|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء|محمد أحمد محمد سليم
فبراير 2025|٩٧٧٨ لسنة ٥٢ ق|عدم الاعتداد بقرار ساحب|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|٧١١٧ لسنة ٥٢ ق|ضم مدة الخبرة العملية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
يناير 2025|٥٤٢١ لسنة ٥٢ ق|ضم مدة الخبرة العملية.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
يناير 2025|١٢٧٢١ لسنة ٥٢ ق|ضم مدة الخبرة العملية.||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
يناير 2025|١٢٧٢٣ لسنة ٥٢ ق|ضم مدة الخبرة العملية.||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
يناير 2025|١٢٧٤٧ لسنة ٥٢ ق|ضم مدة الخبرة العملية.||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
أكتوبر 2024|٧١١٨ لسنة ٥٢ ق|ضم مدة الخبرة العملية.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
إبريل 2025|١٢٦٦٣ لسنة ٥٢ ق|ضم مدة الخبرة العملية.||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
مارس 2025|١٧٣٥ لسنة ٥٣ ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
أكتوبر 2024|٣٩١٢ لسنة ٥٢ ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
مارس 2025|١٧٥٤ لسنة ٥٣ ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفرالشيخ ـ الدائرة السابعة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
يوليو 2025|١١٦٨١ لسنة ٥٢ ق|رصيد إجازات||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
يوليو 2025|٢١٨٦ لسنة ٥٣ ق|رصيد إجازات||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
أكتوبر 2024|٦٤٧٣ لسنة ٥١ ق|رصيد إجازات|أحكام بعدم الإختصــــاص|"بعدم اختصاصها ولائيا بنظر الدعوى وإحالتها بحالتها لمحكمة القضاء الإداري بكفر الشيخ للاختصاص. ونفاذا لذلك أحيلت الدعوى إلى محكمةالقضاء الإداري بكفر الشيخ، وقيدت بجدولها العام تحت رقم ثم جرى تداولها أمام محكمة القضاء الإداري على النحو الثابت بمحاضر جلساتها،وبجلسة ونفاذا لذلك وردت الدعوى إلى هذه المحكمة وقيدت بجدولها تحت الرقم المبين بصدر الحكم، ثم تدوولت الدعوى أمام هيئة المحكمة على النحو الثابت بمحاضر جلساتها، وبجلسة المحكمــة بعد الاطلاع على الأوراق، وسماع الإيضاحات، والمداولة قانونا. وحيث إن المدعية –بصفتها- تطلب الحكم بطلباتها سالفة البيان. وحيث إن المادة ( وحيث إن المادة ( وتنص المادة ( ""وحيث إن قضاء المحكمة الإدارية العليا قد استقرعلى أن المادة ( وحيث أنه تأسيسا علي ما تقدم ولما كان الثابت من الأوراق،أن المحكمة سبق أن قضت بجلسة وحيث إن من يخسر الدعوى يلزم مصروفاتها عملا بحكم المادة فلهذه الأســــــباب حكمت المحكمة: باعتبار الدعـوى كأن لم تكن، وألزمت المدعين المصروفات."|محمد أحمد محمد سليم
نوفمبر 2024|١١٩٦٢ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
نوفمبر 2024|١٢٠٦٥ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
نوفمبر 2024|١٢٠٦٦ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
يناير 2025|١١٦٩٣ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
يناير 2025|١١٨٤٣ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
يناير 2025|١٢٠٧٤ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
يناير 2025|٤١٢ لسنة ٥٣ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
يناير 2025|٥٨٩ لسنة ٥٣ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠٠٣٤ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠٠٣٥ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠٠٣٦ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠٠٣٧ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠٠٣٨ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠٠٣٩ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
أكتوبر 2024|١٠١٥٨ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
ديسمبر 2024|١١٥٦ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
فبراير 2025|٩ لسنة ٥٣ ق|حافز الإثابة بنسبة 25% (تعليم)||بقبول الدعوي شكلًا ، وبالأحقـــية.|محمد أحمد محمد سليم
فبراير 2025|١٠٨٩٩ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
مايو 2025|١٠٢٧٠ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
مايو 2025|١٠٢٧١ لسنة ٥٢ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
مارس 2025|١٦٧٠ لسنة ٥٣ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعون- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
فبراير 2025|١٠ لسنة ٥٣ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
فبراير 2025|١٤ لسنة ٥٣ ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعين- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
نوفمبر 2024|٦٠٠٨ لسنة ٥١ ق|تسوية معاش|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.|محمد أحمد محمد سليم
أكتوبر 2024|١٥٤٢ لسنة ٥٢ ق|تسوية معاش|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.|محمد أحمد محمد سليم
ديسمبر 2024|٥٢٠١ لسنة ٥٢ ق|تسوية معاش|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.|محمد أحمد محمد سليم
ديسمبر 2024|٦٦٣١ لسنة ٥٢ ق|تسوية معاش|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.|محمد أحمد محمد سليم
يوليو 2025|١٤١١ لسنة ٥٣ ق|تسوية معاش|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.|محمد أحمد محمد سليم
يوليو 2025|١٠٥٨٩ لسنة ٥٢ ق|تسوية حالة وظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.|محمد أحمد محمد سليم
فبراير 2025|٩٩٥٣ لسنة ٥٢ ق|تسوية حالة وظيفية.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون- للاختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلى علنا بالجلسة المنعقدة يوم الأحد الموافق|محمد أحمد محمد سليم
إبريل 2025|١٠١٨٩ لسنة ٥٢ ق|"بندب أحد* مكتب خبراء وزارة العدل بكفر الشيخ لتحديد عما إذا كانت هناك مبالغ تم استقطاعها من راتبها شهريا من عدمه؟، وإن وجدت فما هي مجموع تلك المبالغ تحديدا وذلك في الفترة من وذكرت المدعية - شرحا لدعواها - أنها تعمل بوظيفة عامل خدمات بالجهة الإدارية المدعى عليها، وتتقاضى راتبها الشهري من الصناديق والحسابات الخاصة، وقد لاحظت وجود فارق كبير بين صافي المرتب الشهري المبين بمفردات راتبها وبين ما تتقاضاه فعلا عن طريق خدمة الصراف الآلي وذلك خلال الفترة من ولدى ورود الدعوى إلى هيئة مفوضي الدولة، فقد تدوول نظرها بجلسات التحضير على النحو الثابت بمحاضرها، ثم أعدت الهيئة المذكورة تقريرا مسببا برأيها القانوني على النحو المبين بأسبابه ومنطوقه. وقد تدوول نظر الدعوىأمام المحكمة على النحو الثابت بمحاضر الجلسات، وبجلسة المحكمـــــــــــــة بعد الاطلاع على الأوراق وسماع الإيضاحات، وبعد المداولة قانونا. وحيث إن المدعيةتطلب الحكم بطلباتها سالفة البيان. وحيث إن المادة وحيث إن المقرر أن القضاء ـ وبما يضطلع به من دور في وضع الحلول الفاصلة والنهائية في المنازعات المختلفة ـ يتصدى لمسائل فنية دقيقة تتعلق بكافة التخصصات والقاضي وأيا ما كان عمق دراسته وسعة ثقافته فإنه يصعب عليه الإلمام بالأصول العلمية والمهنية للتخصصات المختلفة وهو ما يطرح ضرورة الاستعانة بمتخصص أو أكثر لما يدق من مسائل فنية لازمة للفصل في الدعاوى المطروحة عليه يجب بحثها وفقا للأصول العلمية والمهنية المعمول بها في مجال التخصص الفني والمهني وبما يساعد القاضي على الفصل في الدعوى وفقا للقانون وبما يستقر في ضميره وتمليه قواعد العدالة ، ولا ينال من ذلك كون القاضي هو الخبير الأعلى وصاحب القول للفصل في حسم النزاع المعروض ويخضع الاعتداد برأي الخبير أو الالتفات عنه لمحض اقتناعه بالنتائج التي انتهى إليها الخبير في ضوء المعطيات التي تطرحها الدعوى وهذا ما يلحق به الحجية إذ أسدلت على الحكم القضائي بارتقائه لمرتبة الحكم البات عنوان الحقيقة إلا أن هذه الحجية لا تلحق بالأصول العلمية والمهنية التي يكون من خصائصها العمومية والثبات والتي يتخذها الخبير أداة الوصول للنتائج التي ينتهي إليها وهذا هو مرد الاستعانة بذوي الخبرة."" ""يراجع: حكم المحكمة الادارية العليا فى الطعن رقم وحيث إن المحكمة ترى استجلاء لوجه الحق في الدعوى الحكم تمهيديا وقبل الفصل في الدعوى؛ وعملا بحكم المادة وحيث إنه عن المصروفات، فإن الحكم بندب خبير في الدعوى غير منه للخصومة؛ مما يتعين معه إرجاء البت فيها عملا بمفهوم المخالفة لحكم المادة ("|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.|محمد أحمد محمد سليم
يونيو 2025|٢٦٠٩ لسنة ٥٣ ق|بدل ظروف ومخاطر الوظيفة.|أحكام بعدم القبـــــــول.|بعدم قبول الدعوى لإنتفاء شرط المصلحة.|محمد أحمد محمد سليم
