الشهر|رقم_الدعوي|الموضوع|تصنيفات_الأحكام|منطوق_الحكم|العضو
فبراير 2025|1007 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1008 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1133 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|211 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|968 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|974 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|975 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|976 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|989 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1436 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1438 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1676 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1677 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1679 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1680 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1684 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1685 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1686 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1687 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1688 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1689 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1699 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1700 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1875 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1876 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1877 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1923 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2348 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2349 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2351 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2352 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|1970 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2163 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2166 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2167 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2168 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2169 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2179 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2181 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2187 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|2241 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11798 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|8399 لسنة 52 ق|إعادة التعيين بالمؤهل الأعلى.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|2453 لسنة 53 ق|،وثالثا: في الموضوع بإلغاء القرار المطعون فيه مع ما يترتب على ذلك من آثار ،وإلزام جهة الادارة المصروفات . وذكر المدعي شرحا لدعواه أنه يعمل بالوحدة المحلية لمركز ومدينة بلطيمبكفر الشيخ،وفوجئ بصدور قرار بنقله من وظيفته بقسم الموارد البشرية بالوحدة المحلية لمركز ومدينة بلطيمبكفر الشيخ إلىالإدارة العامةلمرور كفر الشيخ ، الأمر الذى حدا به إلى إقامة دعواه بالطلبات سالفة البيان. وأرفق الحاضر عن المدعي ـ سندا لدعواه ـ حافظة مستندات أشتملت على المستندات المعلاة على غلافها. وقد جرى تحضير الدعوى بهيئة مفوضي الدولة على النحو الثابت بمحاضر جلساتها ،وخلالها قدم الحاضر عن المدعي حافظتي مستندات اشتملتا على المستندات المعلاة على غلافهما، و مذكرة دفاع، ثم أعدت الهيئة تقريرا مسببا برأيها القانوني فيها. وحيث تدوولت الدعوى أمام هيئة المحكمة على النحو الثابت بمحاضر جلساتها، وبجلسة --- المحكمــة --- بعد الاطلاع على الأوراق، وسماع الإيضاحات، والمداولة قانونا. وحيث إن المدعي يطلب الحكم بطلباته سالفة البيان. ومن حيث إن قضاء المحكمة الإدارية العليا مستقر علي أن البحث في الاختصاص يسبق الفصل في الشكل والموضوع وأن الدفع بعدم الاختصاص يعتبر مطروحا على المحكمة، ولو لم يتمسك به أحد الخصوم لتعلقه بالنظام العام. (حكم المحكمة الإدارية العليا في الطعن رقم ومن حيث إن المادة ( وتنص المادة ( وتنص المادة ( الوقائع ومن حيث إن مفاد ما تقدم أن توزيع الاختصاص بين محكمة القضاء الإداري والمحاكم الإدارية بالنسبة للموظفين العموميين يقوم على أساس المستوى الوظيفي للعامل بحيث تختص محكمة القضاء الإداري بالمنازعات المتعلقة بالمستوى الوظيفي الأول والذي يعادل الدرجة الثانية وما يعلوها، بينما تختص المحاكم الإدارية بالمنازعات المتعلقة بالمستويين الثاني والثالث وهو ما يعادل الدرجة الثالثة فما دونها . وترتيبا على ما تقدم، ولما كان الثابت من الأوراق أن المدعي يعمل بالجهة الإدارية المدعى عليها ويشغل الدرجة الثانية، ومن ثم تكون هذه المحكمة غير مختصة بنظر الدعوى الماثلة، وينعقد الاختصاص بنظرها لمحكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين، الأمر الذي لا مناص معه من الحكم بعدم اختصاص هذه المحكمة نوعيا بنظر الدعوى الماثلة وإحالتها بحالتها إلى المحكمة المشار إليها للاختصاص عملا بحكم المادة (|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للإختصاص ،وأبقت الفصل في المصروفات. صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|2613 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|2792 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|2851 لسنة 52 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|2894 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|2991 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3020 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3021 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3082 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3112 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3133 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3134 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3135 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|3168 لسنة 53 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|6630 لسنة 52 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|888 لسنة 52 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
أغسطس-25|57 لسنة 52 ق|غير محدد|غير محدد|غير محدد| مصطفى أحمد عبد الفتاح يوسف على
|||||
|||||
|||||
|||||
