الشهر|رقم_الدعوي|الموضوع|تصنيفات_الأحكام|منطوق_الحكم|العضو
ديسمبر 2024|7073 لسنة 52 ق|وقف تنفيذ وإلغاء قرار نقل.|ترك الخصومة|: بإثبات ترك المدعـي للخصـومة فى الدعـوى.| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2288 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للإختصاص، وأبقت الفصل في المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|942 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للاختصاص، وأبقت الفصل في المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|1607 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|1608 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|10973 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|10981 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|10982 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11040 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11888 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11799 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|3312 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى، وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للاختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11849 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11850 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11947 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|12029 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10014 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10015 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10017 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10018 لسنة 52 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|146 لسنة 53 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بالرفض|بقبول الدعوى شكلا ،ورفضها موضوعا،وألزمت المدعي المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|731 لسنة 53 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|754 لسنة 53 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|932 لسنة 53 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|940 لسنة 53 ق|علاوة مقابل الأعباء الوظيفية.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|2630 لسنة 53 ق|علاوة- حافز الحد الأدني للأجور.||بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|9694 لسنة 52 ق|عدم الاعتداد بقرار ساحب|أحكام بالأحقية / الإلــــغا|ــــــ| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|10777 لسنة 52 ق|ضم مدة الخبرة العملية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|209 لسنة 53 ق|ضم مدة الخبرة العملية.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2001 لسنة 53 ق|ضم مدة الخبرة العملية.||بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|2482 لسنة 53 ق|ضم مدة الخبرة العملية.||بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12133 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12470 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12536 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12607 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12636 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|134 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|135 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|136 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|137 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|138 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|139 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|140 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|152 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11736 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11737 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11738 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11760 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11761 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10548 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2971 لسنة 53 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12466 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12472 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|2669 لسنة 53 ق|رصيد إجازات|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|9750 لسنة 52 ق|رصيد إجازات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|12765 لسنة 52 ق|رصيد إجازات||بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10157 لسنة 52 ق|حافز التربيـــــــــــــة الخاصة.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|9794 لسنة 52 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوى شكلا ،ورفضها موضوعا، وألزمت المدعية المصروفات.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|9795 لسنة 52 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوى شكلا ،ورفضها موضوعا، وألزمت المدعية المصروفات.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|9796 لسنة 52 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوى شكلا ،ورفضها موضوعا، وألزمت المدعية المصروفات.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|9798 لسنة 52 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوى شكلا ،ورفضها موضوعا، وألزمت المدعية المصروفات.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|9797 لسنة 52 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بالرفض|بقبول الدعوى شكلا ،ورفضها موضوعا، وألزمت المدعي المصروفات.| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|10178 لسنة 52 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للإختصاص، وأبقت الفصل في المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1672 لسنة 53 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للاختصاص، وأبقت الفصل في المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
مارس 2025|1926 لسنة 53 ق|حافز الإثابة بنسبة 25% (تعليم)|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للاختصاص، وأبقت الفصل في المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|10954 لسنة 52 ق|حافز الإثابة بنسبة 25% (تعليم)||ــــــ| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|6630 لسنة 52 ق|تسوية معاش|أحكام تمهيدية|تمهيديا – وقبل الفصل في شكل وموضوع الدعوى - بإحالةالدعـــوى إلى مكتب خبراء وزارة العدل بكفر الشيخ.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|9718 لسنة 52 ق|تسوية مالية||بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|3044 لسنة 53 ق|براءة ذمة|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2296 لسنة 53 ق|إلغاء قرار نقل|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السادسة والسبعين- للإختصاص، وأبقت الفصل في المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2026 لسنة 53 ق|إلغاء قرار نقل|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|1033 لسنة 53 ق|إنهاء تعاقد|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|280 لسنة 53 ق|إنهاء خدمة|أحكام بعدم الإختصــــاص|بعدم إختصاصها محليا بنظر الدعوى،وأمرت بإحالتها بحالتها إلى المحكمة الإدارية لوزارة العدل وملحقاتها بالقاهرة للإختصاص، وأبقت الفصل في المصروفات. صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|1298 لسنة 53 ق|إنهاء خدمة|أحكام بعدم الإختصــــاص|:بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى المحكمة التأديبية لرئاسة الجمهورية وملحقاتها للإختصاص، وأبقت الفصل في المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|10900 لسنة 52 ق|إنهاء خدمة|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|6092 لسنة 52 ق|إلغاء قرار لجنة (عمد ومشايخ)|أحكام بعدم الإختصــــاص|"بعدم إختصاصها محلـــــــــــيا بنظر الدعوى، وإحالتها بحالتها إلى المحكمة الإدارية لرئاسة الجمهورية وملحقاتها؛ للاختصاص، ‏وأبقت الفصل في المصروفات.‏"| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|3901 لسنة 52 ق|إلغاء قرار لجنة (عمد ومشايخ)|أحكام بعدم الإختصــــاص|"بعدم إختصاصها محلـــــــــــيا بنظر الدعوى، وإحالتها بحالتها إلى المحكمة الإدارية لرئاسة الجمهورية وملحقاتها؛ للاختصاص، ‏وأبقت الفصل في المصروفات.‏"| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|8199 لسنة 52 ق|نقل التعاقد إلي بند 2/3 أجور موسميين.||أولا: بعدم جواز نظر الطلب الأول لسابقة الفصل فيه ،وثانيا:بقبول الطلب الثاني شكلا ،ورفضه موضوعا،وألزمتالمدعية المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|3653 لسنة 52 ق|تسوية معاش|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|8318 لسنة 43 ق|تعويض|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|10246 لسنة 52 ق|إنهاء خدمة|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|10245 لسنة 52 ق|إنهاء خدمة|أحكام بالرفض|بقبول الدعوى شكلا،ورفضها موضوعا،وألزمت المدعي المصروفات . صدر هذا الحكم وتلي علنا بالجلسة المنعقدة يوم الأحد الموافق| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2017 لسنة 53 ق|ضمك مدة الخبرة العملية |أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
مايو 2025|2018 لسنة 53 ق|ضمك مدة الخبرة العملية |أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|9974 لسنة 52 ق|ضم مدة الخبرة العملية||بوقـــف الـدعــــوى جزائيا لـمـــدة شــــهـر.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2141 لسنة 53 ق|ضم مدة الخبرة العملية||بوقـــف الـدعــــوى جزائيا لـمـــدة شــــهـر.| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|707 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|8781 لسنة 52 ق|ضمك مدة الخبرة العملية |أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10540 لسنة 52 ق|ضمك مدة الخدمة العسكرية.||بسقوط الحق في إقامة الدعوي-(تقادم طويل)| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12190 لسنة 52 ق|ضم مدة الخدمة العسكرية|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1468 لسنة 53 ق|علاوة خاصة|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1472 لسنة 53 ق|حافز الأنشطة التربوية وحافز الريادة العلمية والحافز الإضافي.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1264 لسنة 52 ق|علاوة-مقابل حافز الحد الأدني؟|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1299 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10501 لسنة 52 ق|ضم مدة الخدمة العسكرية||بسقوط الحق في إقامة الدعوي-(تقادم طويل)| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|9473 لسنة 52 ق|بدل ظروف ومخااطر وظيفية||ــــــ| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11046 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|9697 لسنة 52 ق|إرجاع أقدمية |أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|1685 لسنة 52 ق|إنهاء خدمة|أحكام بالرفض|بقبول الدعوى شكلا،ورفضها موضوعا،وألزمت المدعي المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
